,id,nombre,departamento,anio,idMin,idEdu,idDem,idVio
338,maceo-antioquia-2015,maceo,antioquia,2015,min339,edu339,dem3738,0
339,maceo-antioquia-2016,maceo,antioquia,2016,min340,edu340,dem4222,0
340,maceo-antioquia-2018,maceo,antioquia,2018,min341,edu341,dem384,0
341,maceo-antioquia-2020,maceo,antioquia,2020,min342,edu342,dem1191,0
342,maceo-antioquia-2021,maceo,antioquia,2021,min343,edu343,dem1500,0
343,montebello-antioquia-2012,montebello,antioquia,2012,min344,edu344,dem2357,0
344,montebello-antioquia-2013,montebello,antioquia,2013,min345,edu345,dem2791,0
345,montebello-antioquia-2020,montebello,antioquia,2020,min346,edu346,dem1192,0
346,mutata-antioquia-2020,mutata,antioquia,2020,min347,edu347,dem1193,0
347,mutata-antioquia-2021,mutata,antioquia,2021,min348,edu348,dem1499,0
348,mutata-antioquia-2015,mutata,antioquia,2015,min349,edu349,dem3737,0
349,mutata-antioquia-2014,mutata,antioquia,2014,min350,edu350,dem3289,0
350,mutata-antioquia-2019,mutata,antioquia,2019,min351,edu351,dem814,0
351,mutata-antioquia-2017,mutata,antioquia,2017,min352,edu352,dem1931,vio35
352,mutata-antioquia-2018,mutata,antioquia,2018,min353,edu353,dem385,0
353,mutata-antioquia-2013,mutata,antioquia,2013,min354,edu354,dem2790,0
354,mutata-antioquia-2012,mutata,antioquia,2012,min355,edu355,dem2358,0
355,mutata-antioquia-2016,mutata,antioquia,2016,min356,edu356,dem4223,0
356,nariño-antioquia-2012,nariño,antioquia,2012,min357,edu357,dem2359,0
357,nariño-antioquia-2013,nariño,antioquia,2013,min358,edu358,dem2789,0
358,nariño-antioquia-2016,nariño,antioquia,2016,min359,edu359,dem4224,0
359,necocli-antioquia-2017,necocli,antioquia,2017,min360,edu360,dem1932,vio36
360,nechi-antioquia-2012,nechi,antioquia,2012,min361,edu361,dem2360,0
361,nechi-antioquia-2013,nechi,antioquia,2013,min362,edu362,dem2788,0
362,nechi-antioquia-2014,nechi,antioquia,2014,min363,edu363,dem3290,0
363,nechi-antioquia-2015,nechi,antioquia,2015,min364,edu364,dem3736,0
364,nechi-antioquia-2016,nechi,antioquia,2016,min365,edu365,dem4225,0
365,nechi-antioquia-2017,nechi,antioquia,2017,min366,edu366,dem1933,vio37
366,nechi-antioquia-2018,nechi,antioquia,2018,min367,edu367,dem386,0
367,nechi-antioquia-2019,nechi,antioquia,2019,min368,edu368,dem813,0
368,nechi-antioquia-2020,nechi,antioquia,2020,min369,edu369,dem1194,0
369,nechi-antioquia-2021,nechi,antioquia,2021,min370,edu370,dem1498,0
370,olaya-antioquia-2017,olaya,antioquia,2017,min371,edu371,dem1934,vio38
371,olaya-antioquia-2020,olaya,antioquia,2020,min372,edu372,dem1195,0
372,olaya-antioquia-2019,olaya,antioquia,2019,min373,edu373,dem812,0
373,olaya-antioquia-2016,olaya,antioquia,2016,min374,edu374,dem4226,0
374,el carmen de viboral-antioquia-2018,el carmen de viboral,antioquia,2018,min375,edu375,dem373,0
375,puerto berrio-antioquia-2020,puerto berrio,antioquia,2020,min376,edu376,dem1196,0
376,puerto berrio-antioquia-2019,puerto berrio,antioquia,2019,min377,edu377,dem811,0
377,puerto berrio-antioquia-2012,puerto berrio,antioquia,2012,min378,edu378,dem2361,0
378,puerto berrio-antioquia-2013,puerto berrio,antioquia,2013,min379,edu379,dem2787,0
379,puerto berrio-antioquia-2014,puerto berrio,antioquia,2014,min380,edu380,dem3291,0
380,puerto berrio-antioquia-2016,puerto berrio,antioquia,2016,min381,edu381,dem4227,0
381,puerto berrio-antioquia-2017,puerto berrio,antioquia,2017,min382,edu382,dem1935,vio39
382,puerto berrio-antioquia-2018,puerto berrio,antioquia,2018,min383,edu383,dem387,0
383,puerto berrio-antioquia-2015,puerto berrio,antioquia,2015,min384,edu384,dem3735,0
384,puerto berrio-antioquia-2021,puerto berrio,antioquia,2021,min385,edu385,dem1497,0
385,puerto nare-antioquia-2013,puerto nare,antioquia,2013,min386,edu386,dem2786,0
386,puerto nare-antioquia-2015,puerto nare,antioquia,2015,min387,edu387,dem3734,0
387,puerto nare-antioquia-2018,puerto nare,antioquia,2018,min388,edu388,dem388,0
388,puerto nare-antioquia-2019,puerto nare,antioquia,2019,min389,edu389,dem810,0
389,puerto nare-antioquia-2020,puerto nare,antioquia,2020,min390,edu390,dem1197,0
390,puerto nare-antioquia-2021,puerto nare,antioquia,2021,min391,edu391,dem1496,0
391,puerto nare-antioquia-2012,puerto nare,antioquia,2012,min392,edu392,dem2362,0
392,puerto nare-antioquia-2014,puerto nare,antioquia,2014,min393,edu393,dem3292,0
393,puerto nare-antioquia-2016,puerto nare,antioquia,2016,min394,edu394,dem4228,0
394,puerto nare-antioquia-2017,puerto nare,antioquia,2017,min395,edu395,dem1936,vio40
395,puerto triunfo-antioquia-2017,puerto triunfo,antioquia,2017,min396,edu396,dem1937,vio41
396,puerto triunfo-antioquia-2012,puerto triunfo,antioquia,2012,min397,edu397,dem2363,0
397,puerto triunfo-antioquia-2013,puerto triunfo,antioquia,2013,min398,edu398,dem2785,0
398,puerto triunfo-antioquia-2014,puerto triunfo,antioquia,2014,min399,edu399,dem3293,0
399,puerto triunfo-antioquia-2015,puerto triunfo,antioquia,2015,min400,edu400,dem3733,0
400,puerto triunfo-antioquia-2016,puerto triunfo,antioquia,2016,min401,edu401,dem4229,0
401,puerto triunfo-antioquia-2018,puerto triunfo,antioquia,2018,min402,edu402,dem389,0
402,puerto triunfo-antioquia-2020,puerto triunfo,antioquia,2020,min403,edu403,dem1198,0
403,puerto triunfo-antioquia-2019,puerto triunfo,antioquia,2019,min404,edu404,dem809,0
404,remedios-antioquia-2020,remedios,antioquia,2020,min405,edu405,dem1199,0
405,remedios-antioquia-2019,remedios,antioquia,2019,min406,edu406,dem808,0
406,remedios-antioquia-2012,remedios,antioquia,2012,min407,edu407,dem2364,0
407,remedios-antioquia-2013,remedios,antioquia,2013,min408,edu408,dem2784,0
408,remedios-antioquia-2014,remedios,antioquia,2014,min409,edu409,dem3294,0
409,remedios-antioquia-2015,remedios,antioquia,2015,min410,edu410,dem3732,0
410,remedios-antioquia-2016,remedios,antioquia,2016,min411,edu411,dem4230,0
411,remedios-antioquia-2017,remedios,antioquia,2017,min412,edu412,dem1938,vio42
412,remedios-antioquia-2018,remedios,antioquia,2018,min413,edu413,dem390,0
413,remedios-antioquia-2021,remedios,antioquia,2021,min414,edu414,dem1495,0
414,retiro-antioquia-2012,retiro,antioquia,2012,min415,edu415,dem2365,0
415,retiro-antioquia-2013,retiro,antioquia,2013,min416,edu416,dem2783,0
416,retiro-antioquia-2014,retiro,antioquia,2014,min417,edu417,dem3295,0
417,retiro-antioquia-2015,retiro,antioquia,2015,min418,edu418,dem3731,0
418,retiro-antioquia-2016,retiro,antioquia,2016,min419,edu419,dem4231,0
419,retiro-antioquia-2017,retiro,antioquia,2017,min420,edu420,dem1939,vio43
420,retiro-antioquia-2018,retiro,antioquia,2018,min421,edu421,dem391,0
421,rionegro-antioquia-2017,rionegro,antioquia,2017,min422,edu422,dem1940,vio44
422,rionegro-antioquia-2012,rionegro,antioquia,2012,min423,edu423,dem2366,0
423,rionegro-antioquia-2013,rionegro,antioquia,2013,min424,edu424,dem2782,0
424,rionegro-antioquia-2014,rionegro,antioquia,2014,min425,edu425,dem3296,0
425,rionegro-antioquia-2015,rionegro,antioquia,2015,min426,edu426,dem3730,0
426,rionegro-antioquia-2016,rionegro,antioquia,2016,min427,edu427,dem4232,0
427,rionegro-antioquia-2018,rionegro,antioquia,2018,min428,edu428,dem392,0
428,sabanalarga-antioquia-2013,sabanalarga,antioquia,2013,min429,edu429,dem2781,0
429,sabanalarga-antioquia-2014,sabanalarga,antioquia,2014,min430,edu430,dem3297,0
430,sabanalarga-antioquia-2016,sabanalarga,antioquia,2016,min431,edu431,dem4233,0
431,sabanalarga-antioquia-2018,sabanalarga,antioquia,2018,min432,edu432,dem393,0
432,sabanalarga-antioquia-2015,sabanalarga,antioquia,2015,min433,edu433,dem3729,0
433,sabanalarga-antioquia-2017,sabanalarga,antioquia,2017,min434,edu434,dem1941,vio45
434,sabanalarga-antioquia-2020,sabanalarga,antioquia,2020,min435,edu435,dem1200,0
435,sabanalarga-antioquia-2012,sabanalarga,antioquia,2012,min436,edu436,dem2367,0
436,salgar-antioquia-2016,salgar,antioquia,2016,min437,edu437,dem4234,0
437,salgar-antioquia-2017,salgar,antioquia,2017,min438,edu438,dem1942,vio46
438,salgar-antioquia-2015,salgar,antioquia,2015,min439,edu439,dem3728,0
439,san carlos-antioquia-2013,san carlos,antioquia,2013,min440,edu440,dem2780,0
440,san carlos-antioquia-2014,san carlos,antioquia,2014,min441,edu441,dem3298,0
441,san carlos-antioquia-2015,san carlos,antioquia,2015,min442,edu442,dem3727,0
442,san carlos-antioquia-2012,san carlos,antioquia,2012,min443,edu443,dem2368,0
443,san carlos-antioquia-2016,san carlos,antioquia,2016,min444,edu444,dem4235,0
444,san carlos-antioquia-2017,san carlos,antioquia,2017,min445,edu445,dem1943,vio47
445,san carlos-antioquia-2018,san carlos,antioquia,2018,min446,edu446,dem394,0
446,san carlos-antioquia-2020,san carlos,antioquia,2020,min447,edu447,dem1201,0
447,san carlos-antioquia-2019,san carlos,antioquia,2019,min448,edu448,dem807,0
448,san francisco-antioquia-2016,san francisco,antioquia,2016,min449,edu449,dem4236,0
449,san francisco-antioquia-2017,san francisco,antioquia,2017,min450,edu450,dem1944,vio48
450,san francisco-antioquia-2015,san francisco,antioquia,2015,min451,edu451,dem3726,0
451,san juan de uraba-antioquia-2017,san juan de uraba,antioquia,2017,min452,edu452,dem1945,vio49
452,san luis-antioquia-2014,san luis,antioquia,2014,min453,edu453,dem3299,0
453,san luis-antioquia-2015,san luis,antioquia,2015,min454,edu454,dem3725,0
454,san luis-antioquia-2016,san luis,antioquia,2016,min455,edu455,dem4237,0
455,san luis-antioquia-2017,san luis,antioquia,2017,min456,edu456,dem1946,vio50
456,san luis-antioquia-2018,san luis,antioquia,2018,min457,edu457,dem395,0
457,san luis-antioquia-2013,san luis,antioquia,2013,min458,edu458,dem2779,0
458,san luis-antioquia-2012,san luis,antioquia,2012,min459,edu459,dem2369,0
459,san luis-antioquia-2019,san luis,antioquia,2019,min460,edu460,dem806,0
460,san luis-antioquia-2020,san luis,antioquia,2020,min461,edu461,dem1202,0
461,san luis-antioquia-2021,san luis,antioquia,2021,min462,edu462,dem1494,0
462,san pedro-antioquia-2012,san pedro,antioquia,2012,min463,edu463,0,0
463,san pedro-antioquia-2013,san pedro,antioquia,2013,min464,edu464,0,0
464,san pedro-antioquia-2014,san pedro,antioquia,2014,min465,edu465,0,0
465,san pedro-antioquia-2015,san pedro,antioquia,2015,min466,edu466,0,0
466,san pedro-antioquia-2016,san pedro,antioquia,2016,min467,edu467,0,0
467,san pedro-antioquia-2017,san pedro,antioquia,2017,min468,edu468,0,0
468,san pedro-antioquia-2019,san pedro,antioquia,2019,min469,edu469,0,0
469,san pedro-antioquia-2020,san pedro,antioquia,2020,min470,edu470,0,0
470,san rafael-antioquia-2013,san rafael,antioquia,2013,min471,edu471,dem2778,0
471,san rafael-antioquia-2012,san rafael,antioquia,2012,min472,edu472,dem2370,0
472,san rafael-antioquia-2014,san rafael,antioquia,2014,min473,edu473,dem3300,0
473,san roque-antioquia-2012,san roque,antioquia,2012,min474,edu474,dem2371,0
474,san roque-antioquia-2013,san roque,antioquia,2013,min475,edu475,dem2777,0
475,san roque-antioquia-2014,san roque,antioquia,2014,min476,edu476,dem3301,0
476,san roque-antioquia-2017,san roque,antioquia,2017,min477,edu477,dem1947,vio51
477,san roque-antioquia-2018,san roque,antioquia,2018,min478,edu478,dem396,0
478,san roque-antioquia-2019,san roque,antioquia,2019,min479,edu479,dem805,0
479,san roque-antioquia-2020,san roque,antioquia,2020,min480,edu480,dem1203,0
480,san roque-antioquia-2021,san roque,antioquia,2021,min481,edu481,dem1493,0
481,san roque-antioquia-2016,san roque,antioquia,2016,min482,edu482,dem4238,0
482,san vicente-antioquia-2020,san vicente,antioquia,2020,min483,edu483,dem1204,0
483,san vicente-antioquia-2019,san vicente,antioquia,2019,min484,edu484,dem804,0
484,santa barbara-antioquia-2013,santa barbara,antioquia,2013,min485,edu485,dem2776,0
485,santa barbara-antioquia-2012,santa barbara,antioquia,2012,min486,edu486,dem2372,0
486,santa barbara-antioquia-2017,santa barbara,antioquia,2017,min487,edu487,dem1948,vio52
487,santa barbara-antioquia-2016,santa barbara,antioquia,2016,min488,edu488,dem4239,0
488,santa rosa de osos-antioquia-2014,santa rosa de osos,antioquia,2014,min489,edu489,dem3302,0
489,santa rosa de osos-antioquia-2016,santa rosa de osos,antioquia,2016,min490,edu490,dem4240,0
490,santa rosa de osos-antioquia-2017,santa rosa de osos,antioquia,2017,min491,edu491,dem1949,vio53
491,santa rosa de osos-antioquia-2018,santa rosa de osos,antioquia,2018,min492,edu492,dem397,0
492,santa rosa de osos-antioquia-2019,santa rosa de osos,antioquia,2019,min493,edu493,dem803,0
493,santa rosa de osos-antioquia-2012,santa rosa de osos,antioquia,2012,min494,edu494,dem2373,0
494,santa rosa de osos-antioquia-2015,santa rosa de osos,antioquia,2015,min495,edu495,dem3724,0
495,santa rosa de osos-antioquia-2020,santa rosa de osos,antioquia,2020,min496,edu496,dem1205,0
496,santa rosa de osos-antioquia-2021,santa rosa de osos,antioquia,2021,min497,edu497,dem1492,0
497,santa rosa de osos-antioquia-2013,santa rosa de osos,antioquia,2013,min498,edu498,dem2775,0
498,santo domingo-antioquia-2013,santo domingo,antioquia,2013,min499,edu499,dem2774,0
499,santo domingo-antioquia-2017,santo domingo,antioquia,2017,min500,edu500,dem1950,vio54
500,santo domingo-antioquia-2019,santo domingo,antioquia,2019,min501,edu501,dem802,0
501,santo domingo-antioquia-2012,santo domingo,antioquia,2012,min502,edu502,dem2374,0
502,santo domingo-antioquia-2015,santo domingo,antioquia,2015,min503,edu503,dem3723,0
503,santo domingo-antioquia-2016,santo domingo,antioquia,2016,min504,edu504,dem4241,0
504,santo domingo-antioquia-2020,santo domingo,antioquia,2020,min505,edu505,dem1206,0
505,santo domingo-antioquia-2021,santo domingo,antioquia,2021,min506,edu506,dem1491,0
506,santo domingo-antioquia-2014,santo domingo,antioquia,2014,min507,edu507,dem3303,0
507,santo domingo-antioquia-2018,santo domingo,antioquia,2018,min508,edu508,dem398,0
508,segovia-antioquia-2013,segovia,antioquia,2013,min509,edu509,dem2773,0
509,segovia-antioquia-2012,segovia,antioquia,2012,min510,edu510,dem2375,0
510,segovia-antioquia-2014,segovia,antioquia,2014,min511,edu511,dem3304,0
511,segovia-antioquia-2015,segovia,antioquia,2015,min512,edu512,dem3722,0
512,segovia-antioquia-2016,segovia,antioquia,2016,min513,edu513,dem4242,0
513,segovia-antioquia-2017,segovia,antioquia,2017,min514,edu514,dem1951,vio55
514,segovia-antioquia-2018,segovia,antioquia,2018,min515,edu515,dem399,0
515,segovia-antioquia-2019,segovia,antioquia,2019,min516,edu516,dem801,0
516,segovia-antioquia-2020,segovia,antioquia,2020,min517,edu517,dem1207,0
517,segovia-antioquia-2021,segovia,antioquia,2021,min518,edu518,dem1490,0
518,sonson-antioquia-2013,sonson,antioquia,2013,min519,edu519,dem2772,0
519,sonson-antioquia-2015,sonson,antioquia,2015,min520,edu520,dem3721,0
520,sonson-antioquia-2017,sonson,antioquia,2017,min521,edu521,dem1952,vio56
521,sonson-antioquia-2018,sonson,antioquia,2018,min522,edu522,dem400,0
522,sonson-antioquia-2019,sonson,antioquia,2019,min523,edu523,dem800,0
523,sonson-antioquia-2020,sonson,antioquia,2020,min524,edu524,dem1208,0
524,sonson-antioquia-2021,sonson,antioquia,2021,min525,edu525,dem1489,0
525,sonson-antioquia-2012,sonson,antioquia,2012,min526,edu526,dem2376,0
526,sonson-antioquia-2014,sonson,antioquia,2014,min527,edu527,dem3305,0
527,sonson-antioquia-2016,sonson,antioquia,2016,min528,edu528,dem4243,0
528,sopetran-antioquia-2019,sopetran,antioquia,2019,min529,edu529,dem799,0
529,sopetran-antioquia-2018,sopetran,antioquia,2018,min530,edu530,dem401,0
530,sopetran-antioquia-2013,sopetran,antioquia,2013,min531,edu531,dem2771,0
531,sopetran-antioquia-2014,sopetran,antioquia,2014,min532,edu532,dem3306,0
532,sopetran-antioquia-2015,sopetran,antioquia,2015,min533,edu533,dem3720,0
533,sopetran-antioquia-2016,sopetran,antioquia,2016,min534,edu534,dem4244,0
534,sopetran-antioquia-2017,sopetran,antioquia,2017,min535,edu535,dem1953,vio57
535,tamesis-antioquia-2016,tamesis,antioquia,2016,min536,edu536,dem4245,0
536,tamesis-antioquia-2015,tamesis,antioquia,2015,min537,edu537,dem3719,0
537,taraza-antioquia-2012,taraza,antioquia,2012,min538,edu538,dem2377,0
538,taraza-antioquia-2013,taraza,antioquia,2013,min539,edu539,dem2770,0
539,taraza-antioquia-2014,taraza,antioquia,2014,min540,edu540,dem3307,0
540,taraza-antioquia-2015,taraza,antioquia,2015,min541,edu541,dem3718,0
541,taraza-antioquia-2016,taraza,antioquia,2016,min542,edu542,dem4246,0
542,taraza-antioquia-2017,taraza,antioquia,2017,min543,edu543,dem1954,vio58
543,taraza-antioquia-2018,taraza,antioquia,2018,min544,edu544,dem402,0
544,taraza-antioquia-2019,taraza,antioquia,2019,min545,edu545,dem798,0
545,taraza-antioquia-2020,taraza,antioquia,2020,min546,edu546,dem1209,0
546,taraza-antioquia-2021,taraza,antioquia,2021,min547,edu547,dem1488,0
547,tarso-antioquia-2020,tarso,antioquia,2020,min548,edu548,dem1210,0
548,titiribi-antioquia-2019,titiribi,antioquia,2019,min549,edu549,dem797,0
549,titiribi-antioquia-2012,titiribi,antioquia,2012,min550,edu550,dem2305,0
550,titiribi-antioquia-2013,titiribi,antioquia,2013,min551,edu551,dem2846,0
551,titiribi-antioquia-2014,titiribi,antioquia,2014,min552,edu552,dem3242,0
552,titiribi-antioquia-2015,titiribi,antioquia,2015,min553,edu553,dem3788,0
553,titiribi-antioquia-2016,titiribi,antioquia,2016,min554,edu554,dem4178,0
554,titiribi-antioquia-2017,titiribi,antioquia,2017,min555,edu555,dem1955,vio59
555,titiribi-antioquia-2018,titiribi,antioquia,2018,min556,edu556,dem403,0
556,titiribi-antioquia-2020,titiribi,antioquia,2020,min557,edu557,dem1211,0
557,toledo-antioquia-2014,toledo,antioquia,2014,min558,edu558,dem3243,0
558,toledo-antioquia-2020,toledo,antioquia,2020,min559,edu559,dem1212,0
559,toledo-antioquia-2019,toledo,antioquia,2019,min560,edu560,dem796,0
560,toledo-antioquia-2012,toledo,antioquia,2012,min561,edu561,dem2306,0
561,toledo-antioquia-2013,toledo,antioquia,2013,min562,edu562,dem2845,0
562,turbo-antioquia-2013,turbo,antioquia,2013,min563,edu563,dem2844,0
563,turbo-antioquia-2014,turbo,antioquia,2014,min564,edu564,dem3244,0
564,turbo-antioquia-2015,turbo,antioquia,2015,min565,edu565,dem3787,0
565,turbo-antioquia-2016,turbo,antioquia,2016,min566,edu566,dem4179,0
566,turbo-antioquia-2017,turbo,antioquia,2017,min567,edu567,dem1956,vio60
567,turbo-antioquia-2018,turbo,antioquia,2018,min568,edu568,dem404,0
568,uramita-antioquia-2015,uramita,antioquia,2015,min569,edu569,dem3786,0
569,urrao-antioquia-2013,urrao,antioquia,2013,min570,edu570,dem2843,0
570,urrao-antioquia-2012,urrao,antioquia,2012,min571,edu571,dem2307,0
571,urrao-antioquia-2016,urrao,antioquia,2016,min572,edu572,dem4180,0
572,urrao-antioquia-2017,urrao,antioquia,2017,min573,edu573,dem1957,vio61
573,urrao-antioquia-2021,urrao,antioquia,2021,min574,edu574,dem1487,0
574,urrao-antioquia-2015,urrao,antioquia,2015,min575,edu575,dem3785,0
575,urrao-antioquia-2020,urrao,antioquia,2020,min576,edu576,dem1213,0
576,valdivia-antioquia-2012,valdivia,antioquia,2012,min577,edu577,dem2308,0
577,valdivia-antioquia-2013,valdivia,antioquia,2013,min578,edu578,dem2842,0
578,valdivia-antioquia-2014,valdivia,antioquia,2014,min579,edu579,dem3245,0
579,valdivia-antioquia-2016,valdivia,antioquia,2016,min580,edu580,dem4181,0
580,valdivia-antioquia-2017,valdivia,antioquia,2017,min581,edu581,dem1958,vio62
581,valdivia-antioquia-2018,valdivia,antioquia,2018,min582,edu582,dem405,0
582,valdivia-antioquia-2019,valdivia,antioquia,2019,min583,edu583,dem795,0
583,valdivia-antioquia-2021,valdivia,antioquia,2021,min584,edu584,dem1486,0
584,valdivia-antioquia-2015,valdivia,antioquia,2015,min585,edu585,dem3784,0
585,valparaiso-antioquia-2018,valparaiso,antioquia,2018,min586,edu586,dem406,0
586,valparaiso-antioquia-2019,valparaiso,antioquia,2019,min587,edu587,dem794,0
587,valparaiso-antioquia-2012,valparaiso,antioquia,2012,min588,edu588,dem2309,0
588,valparaiso-antioquia-2015,valparaiso,antioquia,2015,min589,edu589,dem3783,0
